report_id,site,narrative
OIL-2026-02328,Offshore Platform Alpha,"Hydraulic hose burst during Energy Isolation / LOTO, spraying fluid across teh deck. Operator ws wearing face shield, no injury."
OIL-2026-02329,Terminal Operations,Major hydrocarbon gas release during Energy Isolation / LOTO. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02330,Maintenance Yard,"Loud bang heard near Lifting Operations unit, but no damage found and no one saw anything."
OIL-2026-02331,Terminal Operations,Arc flash occurred during Minor maintenance issues in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02332,Pipeline Sector 4,Minor oil weepage noticed on valve body during PPE observations. Cleaned and tightened.
OIL-2026-02333,Drilling Rig Delta,"Worker reported feeling unwell after Routine inspections. Might be related, might be food poisoning. (Note: Please fix the AC in the control room it is too hot)."
OIL-2026-02334,Pipeline Sector 4,"Catastrophic failure of lifting gear during Excavation. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02335,Pipeline Sector 4,"Loud bang heard near Energy Isolation / LOTO unit, but no damage found and no one saw anything."
OIL-2026-02336,Pipeline Sector 4,Found some fluid on the deck near Working at Height. Not sure if water or oil.
OIL-2026-02337,Drilling Rig Delta,Worker bypassed machine guard during Dropped Objects to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-02338,Refinery Unit B,"Hydraulic hose burst during Gas Releases, spraying fluid across teh deck. Operator ws wearing face shield, no injury."
OIL-2026-02339,Terminal Operations,"During Process Upsets, LEL alarms triggered at 10%. Work stopped and area ventilated. The supervisor was not present."
OIL-2026-02340,Offshore Platform Alpha,Handrail paint was peeling near the Confined Space sector. Maintenance request submitted.
OIL-2026-02341,Terminal Operations,Small localized smoldering fire observed during Minor maintenance issues hot work. Extinguished immediately with local fire watch.
OIL-2026-02342,Terminal Operations,Found some fluid on teh deck near Chemical Exposure. Not sure if water or oil.
OIL-2026-02343,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Energy Isolation / LOTO. Severe trauma sustained, medevac initiated."
OIL-2026-02344,Drilling Rig Delta,"Catastrophic failure of lifting gear during Gas Releases. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02345,Maintenance Yard,Handrail paint was peeling near the Confined Space sector. Maintenance request submitted.
OIL-2026-02346,Pipeline Sector 4,Received report of incident during Minor maintenance issues. Could not verify details.
OIL-2026-02347,Maintenance Yard,Routine Energy Isolation / LOTO completed without any safety incidents.
OIL-2026-02348,Terminal Operations,Arc flash occurred during Overpressure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02349,Pipeline Sector 4,"Crane slewed unexpectedly during PPE observations, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02350,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Confined Space. Severe trauma sustained, medevac initiated."
OIL-2026-02351,Refinery Unit B,Contractor dropped something during Lifting Operations. Didn't see what it was.
OIL-2026-02352,Offshore Platform Alpha,Completed daily Lifting Operations checks. All parameters normal.
OIL-2026-02353,Maintenance Yard,The gauge looked weird during Working at Height. We left it alone.
OIL-2026-02354,Drilling Rig Delta,The gauge looked weird during Minor maintenance issues. We left it alone.
OIL-2026-02355,Drilling Rig Delta,Trench collapsed during Hot Work excavation. Worker was partially buried up to the waist. Rescue team deployed. Lunch had just finished.
OIL-2026-02356,Pipeline Sector 4,"Catastrophic failure of lifting gear during Dropped Objects. 5-ton load dropped 10 meters, striking teh deck less than 2 meters from teh rigging crew."
OIL-2026-02357,Drilling Rig Delta,Worker fell 5 meters during Excavation because harness lanyard snapped. Rushed to medical bay with suspected fractures. The contractor was late to the shift.
OIL-2026-02358,Drilling Rig Delta,"Crane slewed unexpectedly during Simultaneous Operations, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02359,Offshore Platform Alpha,The gauge looked weird during Hydrocarbon Leaks. We left it alone.
OIL-2026-02360,Maintenance Yard,"During routine Housekeeping inspection, noticed minor debris which was cleared immediately. The supervisor was not present."
OIL-2026-02361,Refinery Unit B,"Hydraulic hose burst during Vehicle Movement, spraying fluid across teh deck. Operator ws wearing face shield, no injury."
OIL-2026-02362,Terminal Operations,Worker fell 5 meters during Excavation because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02363,Terminal Operations,Contractor found entering restricted Housekeeping area without a valid permit. Escorted out and work stopped.
OIL-2026-02364,Terminal Operations,"While performing Housekeeping, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02365,Drilling Rig Delta,Worker observed not wearing full PPE during Dropped Objects in the safe zone. Reminded and complied. I didn't have my glasses on but I saw it happen.
OIL-2026-02366,Pipeline Sector 4,Received report of incident during Overpressure. Could not verify details.
OIL-2026-02367,Terminal Operations,Someone said the pressure was high during Confined Space. Need to investigate further.
OIL-2026-02368,Terminal Operations,"Hydraulic hose burst during Routine inspections, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02369,Terminal Operations,Handrail paint was peeling near the Simultaneous Operations sector. Maintenance request submitted.
OIL-2026-02370,Terminal Operations,"Crane slewed unexpectedly during Vehicle Movement, load swung over teh pedestrian walkway. Exclusion zone ws active, no personnel exposed."
OIL-2026-02371,Pipeline Sector 4,Handrail paint was peeling near the Electrical Hazards sector. Maintenance request submitted.
OIL-2026-02372,Offshore Platform Alpha,Slight trip hazard identified at Electrical Hazards location due to uneven grating. Marked with high-viz tape. The shift was almost over.
OIL-2026-02373,Pipeline Sector 4,Arc flash occurred during Gas Releases in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02374,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Overpressure. Cleaned and tightened. Lunch had just finished.
OIL-2026-02375,Pipeline Sector 4,Routine Lifting Operations completed without any safety incidents.
OIL-2026-02376,Drilling Rig Delta,Someone said the pressure was high during PPE observations. Need to investigate further.
OIL-2026-02377,Terminal Operations,Minor oil weepage noticed on valve body during Overpressure. Cleaned and tightened.
OIL-2026-02378,Refinery Unit B,Major hydrocarbon gas release during Confined Space. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02379,Terminal Operations,Contractor dropped something during Simultaneous Operations. Didn't see what it was.
OIL-2026-02380,Offshore Platform Alpha,Contractor found entering restricted Gas Releases area without a valid permit. Escorted out and work stopped.
OIL-2026-02381,Drilling Rig Delta,Contractor found entering restricted Housekeeping area without a valid permit. Escorted out and work stopped.
OIL-2026-02382,Pipeline Sector 4,Trench collapsed during Fire excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-02383,Terminal Operations,Walkway obstructed by empty pallets near Excavation area. Removed by housekeeping.
OIL-2026-02384,Terminal Operations,Contractor found entering restricted Simultaneous Operations area without a valid permit. Escorted out and work stopped.
OIL-2026-02385,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Lifting Operations on it. Intervened before access.
OIL-2026-02386,Maintenance Yard,"Crane slewed unexpectedly during Routine inspections, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02387,Refinery Unit B,Handrail paint ws peeling near teh Working at Height sector. Maintenance request submitted.
OIL-2026-02388,Drilling Rig Delta,Worker bypassed machine guard during Confined Space to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-02389,Terminal Operations,Fire extinguisher tag missing in the Electrical Hazards zone. Replaced by safety officer.
OIL-2026-02390,Offshore Platform Alpha,"While performing Fire, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02391,Terminal Operations,Slight trip hazard identified at Routine inspections location due to uneven grating. Marked with high-viz tape.
OIL-2026-02392,Drilling Rig Delta,Completed daily Gas Releases checks. All parameters normal.
OIL-2026-02393,Refinery Unit B,Found some fluid on the deck near Routine inspections. Not sure if water or oil. It was raining heavily at the time.
OIL-2026-02394,Drilling Rig Delta,Contractor found entering restricted Housekeeping area without a valid permit. Escorted out and work stopped.
OIL-2026-02395,Offshore Platform Alpha,Major hydrocarbon gas release during Working at Height. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02396,Refinery Unit B,Received report of incident during Overpressure. Could not verify details.
OIL-2026-02397,Offshore Platform Alpha,Contractor reminded to use three points of contact on stairs near Process Upsets unit. I didn't have my glasses on but I saw it happen.
OIL-2026-02398,Maintenance Yard,Major hydrocarbon gas release during Electrical Hazards. Cloud drifted towards hot work area. Emergency shutdown activated immediately. I didn't have my glasses on but I saw it happen.
OIL-2026-02399,Terminal Operations,Received report of incident during Working at Height. Could not verify details. We had a safety meeting about this just yesterday.
OIL-2026-02400,Pipeline Sector 4,Found some fluid on the deck near Process Upsets. Not sure if water or oil. The shift was almost over.
OIL-2026-02401,Terminal Operations,Contractor dropped something during Routine inspections. Didn't see what it was.
OIL-2026-02402,Drilling Rig Delta,"While performing Minor maintenance issues, a heavy wrench slipped and struck teh scaffolding tube near teh worker's head. Near miss."
OIL-2026-02403,Offshore Platform Alpha,"Hydraulic hose burst during Simultaneous Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02404,Terminal Operations,"Hydraulic hose burst during Excavation, spraying fluid across the deck. Operator was wearing face shield, no injury."
